Date,Close_QQQ,Close_SPY,High_QQQ,High_SPY,Low_QQQ,Low_SPY,Open_QQQ,Open_SPY,Volume_QQQ,Volume_SPY
2015-01-02,94.78441619873047,170.589599609375,95.94458562666526,171.79369351311453,94.32402949797883,169.5515963619706,95.53945010696543,171.37849221415277,31314600,121465900
2015-01-05,93.39407348632812,167.50880432128906,94.48058669626502,169.70936602252135,93.12704827944285,167.2015594307986,94.37009132705352,169.5432880457951,36521300,169632600
2015-01-06,92.14179992675781,165.93106079101562,93.68869962165613,168.3392233667999,91.72745467944061,165.13386868532214,93.53216981933133,167.81606565147172,66205500,209151400
2015-01-07,93.32962799072266,167.99879455566406,93.55061172404251,168.3392627570827,92.52855229813711,166.81132459049292,92.7495430564032,167.2597365436006,37577400,125346700
2015-01-08,95.11593627929688,170.9799346923828,95.30008822918138,171.19584753387758,94.0202132101282,169.39387494423588,94.12149889004867,169.41047387747284,40212600,147217800
2015-01-09,94.48979949951172,169.60972595214844,95.43819528528113,171.41169801947515,93.93732966027696,168.99522348508043,95.41057319830855,171.39508642011177,41410100,158567300
2015-01-12,93.50456237792969,168.28111267089844,94.7752274235804,169.90040817449798,93.26515927369574,167.67492220963433,94.67394176505624,169.74262962422395,34129800,144396100
2015-01-13,93.47692108154297,167.80776977539062,95.41055101948777,170.63113372951398,92.7218871050401,166.50403152706838,94.41611396996373,169.50178561367687,56162300,214553300
2015-01-14,92.96131134033203,166.794677734375,93.44011759537268,166.99397893304638,92.14182331434077,164.89306123027387,92.53775628391655,165.78988494694778,51354200,192991100
2015-01-15,91.75509643554688,165.26673889160156,93.54139255531531,167.74963470481038,91.64460106759341,165.1504830274808,93.39407242298954,167.43409031416195,51005400,176613900
2015-01-16,92.8323974609375,167.43414306640625,92.95209550432826,167.59192164691004,91.48806879884043,164.8765005789931,91.63538892724864,165.0591902331614,35362200,211879600
2015-01-20,93.56900024414062,167.79119873046875,93.80839628248037,168.3392676553915,92.34436987323808,166.22173784251143,93.39405104117057,168.0735326599349,30964100,130991100
2015-01-21,94.04779815673828,168.63815307617188,94.48977249683234,169.11978808054434,92.96128522165687,166.86109210807777,93.29276422049145,167.32611551342015,40128800,122942700
2015-01-22,95.78804779052734,171.14599609375,95.88933341818266,171.27885089160938,93.58740010773091,168.01537446648058,94.41609750448214,169.39384594565314,40887200,174356000
2015-01-23,95.99987030029297,170.2076416015625,96.29451761057327,171.14600070268122,95.5026516470176,170.07477412918576,95.77887954887325,170.88856522334896,34783000,117516800
2015-01-26,95.88935089111328,170.606201171875,96.06430010256857,170.69754595911,95.40134206436356,169.27756469592828,95.88935089111328,169.99171139496443,19960900,92009700
2015-01-27,93.40328979492188,168.35581970214844,94.43455188070492,169.50176661957002,93.09022307249053,167.5254171415259,94.37930770466542,168.54680874322912,45253200,134044600
2015-01-28,92.9244613647461,166.19677734375,95.00541147377032,169.64294309619982,92.90604898543809,166.0057882919043,94.9041258252153,169.54329883800872,43591700,168514300
2015-01-29,93.8176040649414,167.7329864501953,93.99255326433295,167.99040916855333,92.04051106699411,164.9843438443767,92.85078915506908,166.39603807048925,46539700,173585400
2015-01-30,93.09019470214844,165.62384033203125,94.45294250369314,167.8825370217964,92.96128698071172,165.35811801785144,93.734740334276,166.55390010901434,42927600,197729700
2015-02-02,93.90049743652344,167.67494201660156,93.98336369085976,167.7662868369747,91.84716916030952,164.303508471643,93.30199317485067,166.12209274119994,43624700,163107000
2015-02-03,94.80284118652344,170.09967041015625,94.86729505220461,170.10798254579447,93.62425219981348,168.19805397695674,94.24116877489689,168.57173262346143,30750400,124212900
2015-02-04,94.71998596191406,169.45196533203125,95.34611231207096,170.54810292890306,94.20434795152613,168.99524133333466,94.41612897765881,169.33570946608478,34073200,134306700
2015-02-05,95.53945922851562,171.16261291503906,95.60391309177679,171.31209200079672,94.71997138493326,170.04157679108897,94.9593674342209,170.11630999849754,23605500,97953200
2015-02-06,94.9593734741211,170.6892547607422,95.9169788070129,172.09263716397587,94.61869175733337,170.1660970747955,95.68678542001807,171.52795681437757,34169300,125672000
2015-02-09,94.65553283691406,169.92527770996094,95.10670995274258,170.76397972317702,94.42533942731548,169.51837589928564,94.59107896322428,170.04153356001996,22604700,87219000
2015-02-10,96.12874603271484,171.73558044433594,96.25765374895576,171.99300325411252,95.03302341972335,169.96681863776303,95.18035053825221,170.96331201500612,23686500,96164200
2015-02-11,96.4786605834961,171.83523559570312,96.69964428944323,172.2670485751251,96.0551055533702,170.92180016997025,96.23925747083526,171.569513303633,20303600,91087800
2015-02-12,97.60198211669922,173.48768615722656,97.63881389634027,173.54582041339742,96.95744353533999,171.86840384088927,97.10476362896053,172.6323726088295,22520300,97545900
2015-02-13,98.43989562988281,174.2018280029297,98.45830800841594,174.25165012345386,97.69406433782487,173.35481394121052,97.87822324787676,173.61224934881218,29030200,93670400
2015-02-17,98.53197479248047,174.47589111328125,98.59642865686897,174.6502812348143,98.19128606645879,173.63718904727858,98.43989884691753,173.88629969098562,17675300,76968200
2015-02-18,98.67012023925781,174.49246215820312,98.7253644172925,174.567195333946,98.28338991817598,173.83643715974412,98.41229768355447,174.10217201252124,15149600,80652900
2015-02-19,99.15808868408203,174.367919921875,99.22254254042785,174.73329906288663,98.57799695202625,173.75343015829822,98.60561902975397,173.89459706806414,19828100,91462500
2015-02-20,99.821044921875,175.41427612304688,99.87628907637439,175.4890093272425,98.78056651251407,173.32995717469723,99.09363311287845,173.9527592182076,28336700,140896400
2015-02-23,99.92237854003906,175.38931274414062,99.95000765744267,175.38931274414062,99.54486490155644,174.78310981285046,99.76584866615474,175.16510052748623,17868000,74411100
2015-02-24,99.99600982666016,175.8875732421875,100.115714888556,176.08687442836379,99.48958857038028,175.01564797520626,99.79343851417023,175.3145934190016,19745000,72472300
2015-02-25,99.74742889404297,175.73809814453125,100.2354378911654,176.24464421388257,99.52643812085996,175.39763005329206,99.84871457551517,175.7630092077012,19472300,73061700
2015-02-26,100.25382995605469,175.53053283691406,100.30908115062495,175.80456725788164,99.57245943921382,174.9243297219221,99.8486943372293,175.64678871208758,22255500,72697900
2015-02-27,99.8118667602539,174.9326171875,100.28146329671455,175.69658606960184,99.65533692308222,174.88279505815788,100.21700239617206,175.43085115185949,27757600,108076000
2015-03-02,100.7142105102539,176.03704833984375,100.75104229602996,176.0951699318348,99.98679854730263,174.98243351032423,100.00521795266307,175.03225563801308,22988600,87491400
2015-03-03,100.24461364746094,175.31463623046875,100.51163880591636,176.08691742842038,99.60927768337926,174.45102288802198,100.41035315874554,175.60528228075037,20788900,110325800
2015-03-04,99.85790252685547,174.57557678222656,100.06047385992103,174.79148961924065,99.31464942903932,173.6040070284865,99.91315372447512,174.71674373745978,21007400,114497200
2015-03-05,100.0328369140625,174.7665557861328,100.33669386852398,175.0488896598261,99.61849163066566,174.26000963818214,100.11571018570864,174.8994105866747,15381000,76873000
2015-03-06,98.9002914428711,172.30857849121094,100.09729285579891,174.33476332106056,98.6516786477239,171.97642244442355,99.9039312512093,173.90295032348416,30990400,188128000
2015-03-09,99.18572998046875,173.02276611328125,99.43433575313254,173.37983331405962,98.69772111287125,172.35014172413574,99.10285670628427,172.5079203183193,26237100,89818900
2015-03-10,97.34418487548828,170.2159423828125,98.50436156368822,171.73558084865232,97.34418487548828,170.17441971350635,98.47673245508645,171.65254818097966,34234500,157121300
2015-03-11,96.78251647949219,169.8173370361328,97.61121414864019,170.64773966222637,96.74568469142503,169.73429170514805,97.49150908118558,170.47334953553377,25459700,110145700
2015-03-12,97.41785430908203,171.9763641357422,97.52834265035604,172.0427851858268,96.64440079543701,170.39859177109423,96.70885466949531,170.44841389412602,21473200,93993500
2015-03-13,96.99424743652344,170.9218292236328,97.71245644769535,172.66566769878455,96.38654076546064,169.88382560594394,97.32572635708212,171.70240997148565,42021100,162410900
2015-03-16,98.2465591430664,173.20535278320312,98.28339093712016,173.29669756388705,97.25212880340067,170.94665699805196,97.35341448081189,171.65250418251284,25674100,136099200
2015-03-17,98.403076171875,172.69052124023438,98.55960599631482,173.0724993205332,97.7493277654396,171.8767176117174,97.9795211631258,172.46630900209706,19603800,94510400
2015-03-18,99.36986541748047,174.7665557861328,99.82104944950123,175.43917993796543,97.62960422238226,171.57779982527737,98.13603241140815,172.21721344470942,40622200,228808500
2015-03-19,99.51721954345703,173.96934509277344,99.79344742839015,174.77483663026706,99.32385791652018,173.57905485621723,99.47117805016207,174.35133586484864,31314000,117917300
2015-03-20,100.16139221191406,175.50494384765625,100.65975436158033,176.01375103839567,100.14293748389763,174.73756480592598,100.33674381302865,174.92106987324172,31761400,177715100
2015-03-23,99.96758270263672,175.16299438476562,100.38288096026297,176.0888564356137,99.93066620667635,175.16299438476562,100.10601780221269,175.51331884623505,17268500,71784500
2015-03-24,99.6076431274414,174.17874145507812,100.41978481301298,175.49662318585436,99.58918840233557,174.1120111717793,99.95833923325851,175.0378731703627,22445300,77805300
2015-03-25,97.32809448242188,171.6263427734375,99.85681412287046,174.62080514368165,97.29117799351967,171.58464748611448,99.76452642116509,174.3872555336764,41581400,159521700
2015-03-26,96.99585723876953,171.21766662597656,97.54959051359597,172.13517947161392,96.20217029644807,170.25843303087674,96.52518078667178,170.95909470831967,47846300,153067200
2015-03-27,97.38347625732422,171.60964965820312,97.61419905716171,171.78480548145097,96.82974294593446,170.90898818271862,96.97740891755896,171.10084248293938,33878400,118939000
2015-03-30,98.50015258789062,173.7033233642578,98.58320939231078,174.00360332791317,97.97410503659924,172.62732758553585,97.97410503659924,172.64400061365387,30570200,96180400
2015-03-31,97.45732879638672,172.18519592285156,98.4263675665667,173.57816980964458,97.4296431814277,172.1268148836293,98.22333033539736,172.87750824648245,30488100,126768700
2015-04-01,96.94973754882812,171.57630920410156,97.47578532808323,172.17686901889715,96.32217115944465,170.5837169344394,97.45732355836785,172.15184675390566,32970500,137303600
2015-04-02,97.01432800292969,172.19349670410156,97.32810763936513,172.64391004955934,96.70054132539298,171.32601605192966,97.04201361307383,171.5095210849854,19164200,86900900
2015-04-06,97.8080062866211,173.35299682617188,98.07563852152137,173.87014069681197,96.29445833655714,171.16763378314215,96.44212429894411,171.30108164403163,24451100,114368200
2015-04-07,97.64188385009766,172.89418029785156,98.47248022979089,174.12865853822265,97.64188385009766,172.86082152486782,97.75262627880315,173.3779652348547,19379400,81236300
2015-04-08,98.4170913696289,173.47808837890625,98.5555264217904,173.9201653909475,97.66955194549575,172.7273949279874,97.67877578550042,173.11942740696747,25866900,89351900
2015-04-09,99.03543853759766,174.24546813964844,99.0723550253554,174.47901777967996,98.03872153253879,172.81914803284874,98.37095584015835,173.31126957952227,23114700,85548900
2015-04-10,99.4415283203125,175.1963348388672,99.45075920396194,175.23804285485818,98.77704551957738,174.29550787645925,98.99853743945536,174.49568598921678,17164300,72722900
2015-04-13,99.1923599243164,174.4038848876953,100.02295646061626,175.68842014858168,99.08161043362891,174.35384037343928,99.51537047077767,175.05448902801584,17783500,74436600
2015-04-14,98.90625762939453,174.73757934570312,99.37693415770829,174.92108442828817,98.34329338051576,173.57816781164263,99.09084011162628,174.20374984931914,23755700,75099900
2015-04-15,99.52460479736328,175.52163696289062,99.73687291659763,176.03044421187548,99.04470436937193,175.12126800995975,99.16467771609412,175.2046840419243,21128600,99529300
2015-04-16,99.38615417480469,175.47157287597656,99.56149871237479,175.98038006824783,99.11851488565975,174.9877879450057,99.25694997192106,175.18797876290685,16195300,68934900
